film_id,film_name,theme,theme_id,weight
1213221,Ship of Fools,Ship Cruises,D  1600,6
10158,Shirley Valentine,Journey of Self-Discovery,D  1667,5
5457805,Thank You for Smoking,Work Ethics,D  1640,8
5457805,Thank You for Smoking,Office Politics,D  1391,7
5457805,Thank You for Smoking,Fathers and Sons,D  1617,4
5457805,Thank You for Smoking,Members of the Press,D  1643,4
95863,The Last Picture Show,Mentors,D  3236,5
95863,The Last Picture Show,Small-Town Life,D  1652,5
95863,The Last Picture Show,Sexual Awakening,D  1505,3
25626,The Shoes of the Fisherman,Members of the Clergy,D  2145,5
25626,The Shoes of the Fisherman,Political Unrest,D  1610,5
1213567,Shoeshine,Kids in Trouble,D  1382,5
414145,The Shootist,Lone Wolves,D  1628,7
414145,The Shootist,Golden Years,D  2233,6
414145,The Shootist,Battling Illness,D  1389,5
414145,The Shootist,Haunted By the Past,D  1404,5
1213575,The Shop on Main Street,Life Under Occupation,D  1464,7
1213575,The Shop on Main Street,Unlikely Friendships,D  1770,7
1213575,The Shop on Main Street,Crimes Against Humanity,D  1463,4
18756740,The Shore,Haunted By the Past,D  1404,5
18756740,The Shore,Missing Persons,D  1586,5
1228145,Short Cuts,Intersecting Lives,D  3191,9
1228145,Short Cuts,Crumbling Marriages,D  1506,7
1228145,Short Cuts,Redemption,D  1587,6
1228145,Short Cuts,Faltering Friendships,D  1593,5
1228145,Short Cuts,Fathers and Sons,D  1617,3
1228145,Short Cuts,Mothers and Daughters,D  1615,3
14540,Show Boat,Actor's Life,D  1556,6
14540,Show Boat,Star-Crossed Lovers,D  1551,6
14540,Show Boat,Rags To Riches,D  1423,5
14540,Show Boat,Crumbling Marriages,D  1506,4
4183597,Shrek 2,Fantasy Lands,D  1798,7
4183597,Shrek 2,Talking Animals,D  1494,6
4183597,Shrek 2,Crowned Heads,D  1642,5
4183597,Shrek 2,Mythical Creatures,D  1793,4
4183597,Shrek 2,Fantasy Lands,D  1798,7
4183597,Shrek 2,Talking Animals,D  1494,6
4183597,Shrek 2,Crowned Heads,D  1642,5
4183597,Shrek 2,Mythical Creatures,D  1793,4
306919,Coming Home,Coming Home,D  3188,5
306919,Coming Home,Haunted By the Past,D  1404,5
306919,Coming Home,Home From the War,D  1462,5
306919,Coming Home,Starting Over,D  1599,5
255405,Anna and the King of Siam,Interracial/Cross-Cultural Romance,D  1493,8
255405,Anna and the King of Siam,Opposites Attract,D  1490,8
255405,Anna and the King of Siam,Culture Clash,D  1411,6
255405,Anna and the King of Siam,Teachers and Students,D  1614,6
6829003,Sicko,Fighting the System,D  1503,7
4354900,Sideways,Faltering Friendships,D  1593,8
4354900,Sideways,All Washed Up,D  1555,7
4354900,Sideways,Breakups and Divorces,D  2142,7
4354900,Sideways,Nothing Goes Right,D  1410,6
4354900,Sideways,Wedding Bells,D  1417,5
414035,Under Siege,Under Siege,D  5131,5
414035,Under Siege,Hijackings,D  1444,3
414035,Under Siege,Police Corruption,D  1595,3
414035,Under Siege,Terrorism,D  1434,2
1213591,The Sign of the Cross,Crowned Heads,D  1642,5
19678,The Silence of the Lambs,Mind Games,D  1609,6
19678,The Silence of the Lambs,Rookie Cops,D  1394,6
19678,The Silence of the Lambs,Serial Killers,D  1440,6
19678,The Silence of the Lambs,Haunted By the Past,D  1404,5
19678,The Silence of the Lambs,Murder Investigations,D  1768,5
19678,The Silence of the Lambs,Trapped or Confined,D  3230,5
19678,The Silence of the Lambs,Mind Games,D  1609,6
19678,The Silence of the Lambs,Rookie Cops,D  1394,6
19678,The Silence of the Lambs,Serial Killers,D  1440,6
19678,The Silence of the Lambs,Haunted By the Past,D  1404,5
19678,The Silence of the Lambs,Murder Investigations,D  1768,5
19678,The Silence of the Lambs,Trapped or Confined,D  3230,5
20512718,Silent Hill: Revelation,Missing Persons,D  1586,7
20512718,Silent Hill: Revelation,On the Run,D  3137,5
61705,Silkwood,Fighting the System,D  1503,6
61705,Silkwood,Whistleblowers,D  1504,6
61705,Silkwood,Labor Unions,D  1392,3
1215013,The Silver Chalice,Life in the Arts,D  1467,5
21710862,The Punk Singer,Fighting the System,D  1503,5
21710862,The Punk Singer,Musician's Life,D  1653,5
21710862,The Punk Singer,Social Injustice,D  1508,5
20026406,Silver Linings Playbook,Mental Illness,D  2143,8
20026406,Silver Linings Playbook,Starting Over,D  1599,7
20026406,Silver Linings Playbook,"Contests, Pageants and Competitions",D  3413,6
20026406,Silver Linings Playbook,Fathers and Sons,D  1617,6
20026406,Silver Linings Playbook,Breakups and Divorces,D  2142,5
9767,Silver Streak,Assumed Identities,D  1405,5
9767,Silver Streak,Lovers on the Lam,D  1472,5
9767,Silver Streak,Miscarriage of Justice,D  1557,5
9767,Silver Streak,Race Against Time,D  1432,5
9767,Silver Streak,Race Relations,D  1579,5
9767,Silver Streak,Train Rides,D  1796,5
9767,Silver Streak,Witnessing a Crime,D  1445,5
175184,Silverado,Unlikely Heroes,D  1633,5
175184,Silverado,Vigilantes,D  1528,5
1241692,A Simple Plan,Crime Gone Awry,D  1637,6
1241692,A Simple Plan,Big Break,D  3248,5
1241692,A Simple Plan,Sibling Relationships,D  1624,5
1241692,A Simple Plan,Unlikely Criminals,D  1474,5
1241692,A Simple Plan,Dangerous Friends,D  1571,3
16152469,"A Woman, a Gun and a Noodle Shop",Betrayal,D  3425,5
16152469,"A Woman, a Gun and a Noodle Shop",Dishonor Among Thieves,D  1712,5
16152469,"A Woman, a Gun and a Noodle Shop",Hired Killers,D  1682,5
16152469,"A Woman, a Gun and a Noodle Shop",Infidelity,D  1486,5
16152469,"A Woman, a Gun and a Noodle Shop",Treacherous Spouses,D  1573,5
61803,The Sin of Madelon Claudet,Mothers and Sons,D  1618,5
61803,The Sin of Madelon Claudet,Prostitutes,D  1594,3
15385718,Sinbad the Sailor,Pirates,D  1470,5
1215064,Since You Went Away,Life on the Homefront,D  1461,7
1215064,Since You Went Away,Women During Wartime,D  1562,7
1215064,Since You Went Away,Mothers and Daughters,D  1615,5
1231393,The Sound of Music,Nannies and Caregivers,D  3023,8
1231393,The Sound of Music,Opposites Attract,D  1490,7
1231393,The Sound of Music,Members of the Clergy,D  2145,5
1231393,The Sound of Music,Servants and Employers,D  1413,5
1231393,The Sound of Music,Widows and Widowers,D  3431,5
1231393,The Sound of Music,Life Under Occupation,D  1464,3
1215025,"Sing, Baby, Sing",Actor's Life,D  1556,5
53274,Singin' in the Rain,Filmmaking,D  1641,7
53274,Singin' in the Rain,Actor's Life,D  1556,5
53274,Singin' in the Rain,Pygmalion Stories,D  1425,4
12441025,A Single Man,Death of a Partner,D  1678,5
12441025,A Single Man,Suicide,D  1613,5
346414,Sister Kenny,Fighting the System,D  1503,5
346414,Sister Kenny,Finding the Cure,D  1507,5
346414,Sister Kenny,Whistleblowers,D  1504,5
1220382,Sitting Pretty,Fish Out of Water,D  1422,5
1220382,Sitting Pretty,Nannies and Caregivers,D  3023,5
1220382,Sitting Pretty,Servants and Employers,D  1413,5
1228804,Six Degrees of Separation,Cons and Scams,D  1607,7
1228804,Six Degrees of Separation,Social Climbing,D  1606,7
1228804,Six Degrees of Separation,Assumed Identities,D  1405,5
1228804,Six Degrees of Separation,Class Differences,D  1412,4
2380340,The Sixth Sense,Psychic Abilities,D  1441,8
2380340,The Sixth Sense,Ghosts,D  1664,7
2380340,The Sixth Sense,Mothers and Sons,D  1618,4
2380340,The Sixth Sense,Haunted By the Past,D  1404,3
1214630,Skippy,Fathers and Sons,D  1617,5
1214630,Skippy,Man's Best Friend,D  1495,5
20000354,Skyfall,Heroic Mission,D  1630,5
1220401,Skylark,Foibles of Marriage,D  1707,5
1224485,The Sky's the Limit,Fathers and Sons,D  1617,5
82028,Big City,Miscarriage of Justice,D  1557,5
82028,Big City,Political Corruption,D  1596,5
82028,Big City,Miscarriage of Justice,D  1557,5
82028,Big City,Political Corruption,D  1596,5
492,Sleepers,Haunted By the Past,D  1404,7
492,Sleepers,Righting the Wronged,D  1631,7
492,Sleepers,Inner City Blues,D  1401,5
492,Sleepers,Whistleblowers,D  1504,5
19333171,Sleeping Beauty,Prostitutes,D  1594,5
201837,Sleepless in Seattle,Starting Over,D  1599,6
201837,Sleepless in Seattle,Looking For Love,D  1704,5
201837,Sleepless in Seattle,Obsessive Quests,D  1546,4
201837,Sleepless in Seattle,Otherwise Engaged,D  1488,3
1220413,The Slender Thread,Race Against Time,D  1432,5
1220413,The Slender Thread,Suicide,D  1613,5
7194260,Sleuth,Assumed Identities,D  1405,5
7194260,Sleuth,Love Triangles,D  1492,5
7194260,Sleuth,Social Climbing,D  1606,5
28841,Sling Blade,Haunted By the Past,D  1404,7
28841,Sling Blade,Southern Gothic,D  1672,7
28841,Sling Blade,Domestic Abuse,D  1384,6
28841,Sling Blade,Mental Illness,D  2143,5
28841,Sling Blade,Redemption,D  1587,5
1216310,The Slipper and the Rose: The Story of Cinderella,Cinderella Stories,D  1521,5
8904941,Slumdog Millionaire,Underdogs,D  1426,8
8904941,Slumdog Millionaire,Clearing One's Name,D  2085,7
8904941,Slumdog Millionaire,Orphans,D  1378,6
8904941,Slumdog Millionaire,Rags To Riches,D  1423,2
22570247,Winter's Tale,Facing Death,D  3185,5
314378,Small Town Girl,Otherwise Engaged,D  1488,6
314378,Small Town Girl,Love Triangles,D  1492,5
314378,Small Town Girl,Class Differences,D  1412,3
86363,Smart Money,Gambling,D  1498,5
86363,Smart Money,Sibling Relationships,D  1624,5
244843,"Smash Up, The Story of A Woman",Alcoholism,D  1375,5
244843,"Smash Up, The Story of A Woman",Crumbling Marriages,D  1506,5
20760663,Smiley,Woman In Jeopardy,D  1443,5
374151,Smilin' Through,Death of a Partner,D  1678,5
374151,Smilin' Through,Orphans,D  1378,5
2460511,The Smiling Lieutenant,Crowned Heads,D  1642,5
2460511,The Smiling Lieutenant,Pygmalion Stories,D  1425,5
290137,Smokey and the Bandit,Perfect Crime,D  1549,7
290137,Smokey and the Bandit,Unlikely Heroes,D  1633,5
290137,Smokey and the Bandit,Lovers on the Lam,D  1472,4
1220427,The Snake Pit,Doctors and Patients,D  1500,5
1220427,The Snake Pit,Mental Illness,D  2143,5
1215913,The Sniper,Serial Killers,D  1440,5
18679372,Snow White and the Huntsman,Curses and Spells,D  3246,5
18679372,Snow White and the Huntsman,Protecting the Innocent,D  3243,5
95863,The Last Picture Show,Mentors,D  3236,5
95863,The Last Picture Show,Small-Town Life,D  1652,5
95863,The Last Picture Show,Sexual Awakening,D  1505,3
2513113,Snow Falling on Cedars,First Love,D  1491,7
2513113,Snow Falling on Cedars,Interracial/Cross-Cultural Romance,D  1493,7
2513113,Snow Falling on Cedars,Culture Clash,D  1411,6
2513113,Snow Falling on Cedars,Immigrant Life,D  1402,4
2513113,Snow Falling on Cedars,Life on the Homefront,D  1461,4
18679372,Snow White and the Huntsman,Curses and Spells,D  3246,5
18679372,Snow White and the Huntsman,Protecting the Innocent,D  3243,5
1230134,Snow White and the Seven Dwarfs,Cinderella Stories,D  1521,5
1230134,Snow White and the Seven Dwarfs,Curses and Spells,D  3246,5
1230134,Snow White and the Seven Dwarfs,Knights and Ladies,D  1469,5
18679372,Snow White and the Huntsman,Curses and Spells,D  3246,5
18679372,Snow White and the Huntsman,Protecting the Innocent,D  3243,5
374444,The Snows of Kilimanjaro,Midlife Crises,D  1636,5
374444,The Snows of Kilimanjaro,Writer's Life,D  1581,5
1215917,So Ends Our Night,Crimes Against Humanity,D  1463,5
1215917,So Ends Our Night,Life on the Homefront,D  1461,5
21007409,Much Ado About Nothing,Opposites Attract,D  1490,5
21007409,Much Ado About Nothing,Out For Revenge,D  1719,5
21007409,Much Ado About Nothing,Wedding Bells,D  1417,5
1215337,So Proudly We Hail!,Women During Wartime,D  1562,7
1215337,So Proudly We Hail!,Behind Enemy Lines,D  1791,5
1215337,So Proudly We Hail!,Great Battles,D  1561,5
1215337,So Proudly We Hail!,Military Life,D  1543,5
18693289,So This Is Paris,Infidelity,D  1486,5
63221,So This is Washington,Life on the Homefront,D  1461,5
18702804,So You Think You're Not Guilty,Nothing Goes Right,D  1410,5
18656776,The Social Network,Faltering Friendships,D  1593,5
18656776,The Social Network,Inventors,D  5129,5
18656776,The Social Network,Ladder to the Top,D  1399,5
19493932,"Tinker, Tailor, Soldier, Spy",Haunted By the Past,D  1404,5
19493932,"Tinker, Tailor, Soldier, Spy",Mind Games,D  1609,5
19493932,"Tinker, Tailor, Soldier, Spy",Traitorous Spies/Double Agents,D  1466,5
19493932,"Tinker, Tailor, Soldier, Spy",Haunted By the Past,D  1404,5
19493932,"Tinker, Tailor, Soldier, Spy",Mind Games,D  1609,5
19493932,"Tinker, Tailor, Soldier, Spy",Traitorous Spies/Double Agents,D  1466,5
400891,A Soldier's Story,Race Relations,D  1579,7
400891,A Soldier's Story,Courts Martial,D  1590,6
400891,A Soldier's Story,Military Life,D  1543,5
400891,A Soldier's Story,Class Differences,D  1412,4
400891,A Soldier's Story,Social Injustice,D  1508,4
400891,A Soldier's Story,Whistleblowers,D  1504,4
1215894,The Solid Gold Cadillac,Office Politics,D  1391,5
1219796,When Harry Met Sally...,Opposites Attract,D  1490,7
1219796,When Harry Met Sally...,Faltering Friendships,D  1593,5
1219796,When Harry Met Sally...,Single Life,D  3060,5
1219796,When Harry Met Sally...,Otherwise Engaged,D  1488,3
20131633,California Solo,Alcoholism,D  1375,5
20131633,California Solo,Death in the Family,D  2251,5
20131633,California Solo,Musician's Life,D  1653,5
20131633,California Solo,Redemption,D  1587,5
3149731,Solomon and Gaenor,Interracial/Cross-Cultural Romance,D  1493,9
3149731,Solomon and Gaenor,Star-Crossed Lovers,D  1551,9
3149731,Solomon and Gaenor,Culture Clash,D  1411,5
3149731,Solomon and Gaenor,Forbidden Love,D  2277,5
86404,Some Came Running,Haunted By the Past,D  1404,7
86404,Some Came Running,Small-Town Life,D  1652,7
86404,Some Came Running,Dangerous Friends,D  1571,6
86404,Some Came Running,Sibling Relationships,D  1624,6
86404,Some Came Running,Opposites Attract,D  1490,4
86404,Some Came Running,Teachers and Students,D  1614,2
242856,Some Like it Hot,Gender-Bending,D  1407,8
242856,Some Like it Hot,Fish Out of Water,D  1422,7
242856,Some Like it Hot,Assumed Identities,D  1405,6
242856,Some Like it Hot,Love Triangles,D  1492,5
242856,Some Like it Hot,Schemes and Ruses,D  3228,5
1216632,Something to Sing About,Filmmaking,D  1641,5
4059697,Something's Gotta Give,Opposites Attract,D  1490,7
4059697,Something's Gotta Give,Love Triangles,D  1492,6
4059697,Something's Gotta Give,Age Disparity Romance,D  1553,5
4059697,Something's Gotta Give,Golden Years,D  2233,5
4877240,Somewhere in Time,Time Travel,D  1455,7
4877240,Somewhere in Time,Love Triangles,D  1492,5
4877240,Somewhere in Time,Supernatural Romance,D  1554,5
357076,The Son of Monte Cristo,Righting the Wronged,D  1631,5
256924,Son of Paleface,Down on Their Luck,D  1383,5
256924,Son of Paleface,Fish Out of Water,D  1422,5
256924,Son of Paleface,Unlikely Criminals,D  1474,5
18707155,Night of the Day of the Dawn of the Son of the,Zombies,D   644,5
1220930,The Song of Bernadette,Message From God,D  1397,9
1220930,The Song of Bernadette,Redemption,D  1587,6
1220930,The Song of Bernadette,Miraculous Events,D  2144,5
1220930,The Song of Bernadette,Religious Zealotry,D  1398,4
22009175,"Like Father, Like Son",Fathers and Sons,D  1617,5
22009175,"Like Father, Like Son",Switched at Birth,D  1409,5
18727777,Song of the South,Unlikely Friendships,D  1770,8
18727777,Song of the South,Mischievous Children,D  1497,7
18727777,Song of the South,Parenthood,D  1415,5
60010,A Song to Remember,Tortured Genius,D  1671,7
60010,A Song to Remember,Bohemian Life,D  1428,6
60010,A Song to Remember,Musician's Life,D  1653,6
22009175,"Like Father, Like Son",Fathers and Sons,D  1617,5
22009175,"Like Father, Like Son",Switched at Birth,D  1409,5
14002,Songwriter,Musician's Life,D  1653,5
186253,Sons and Lovers,Mothers and Sons,D  1618,5
186253,Sons and Lovers,Bohemian Life,D  1428,3
186253,Sons and Lovers,Small-Town Life,D  1652,3
5376085,Sophie Scholl: The Final Days,Fighting the System,D  1503,5
63669,Sorcerer,Heroic Mission,D  1630,7
63669,Sorcerer,Race Against Time,D  1432,6
63669,Sorcerer,Redemption,D  1587,5
63669,Sorcerer,Americans Abroad,D  1427,3
1216660,The Sorrow and the Pity,Life Under Occupation,D  1464,7
1216660,The Sorrow and the Pity,Crimes Against Humanity,D  1463,4
301429,"Sorry, Wrong Number",Woman In Jeopardy,D  1443,9
301429,"Sorry, Wrong Number",Treacherous Spouses,D  1573,5
1216663,Souls at Sea,Race Relations,D  1579,5
1216663,Souls at Sea,Righting the Wronged,D  1631,5
287347,The Sound and the Fury,Mothers and Daughters,D  1615,5
287347,The Sound and the Fury,Romantic Betrayal,D  1386,5
287347,The Sound and the Fury,Southern Gothic,D  1672,5
1231393,The Sound of Music,Nannies and Caregivers,D  3023,8
1231393,The Sound of Music,Opposites Attract,D  1490,7
1231393,The Sound of Music,Members of the Clergy,D  2145,5
1231393,The Sound of Music,Servants and Employers,D  1413,5
1231393,The Sound of Music,Widows and Widowers,D  3431,5
1231393,The Sound of Music,Life Under Occupation,D  1464,3
1216035,Sounder,Down on Their Luck,D  1383,5
1216035,Sounder,Man's Best Friend,D  1495,5
1216035,Sounder,Race Relations,D  1579,5
1216035,Sounder,Social Injustice,D  1508,5
293674,South Pacific,Interracial/Cross-Cultural Romance,D  1493,7
293674,South Pacific,Military Life,D  1543,6
293674,South Pacific,Race Relations,D  1579,5
293674,South Pacific,Women During Wartime,D  1562,5
293674,South Pacific,Heroic Mission,D  1630,4
293674,South Pacific,War At Sea,D  1559,4
2252330,"South Park: Bigger, Longer & Uncut",Mischievous Children,D  1497,8
2252330,"South Park: Bigger, Longer & Uncut",Obsessive Quests,D  1546,5
2252330,"South Park: Bigger, Longer & Uncut",Fighting the System,D  1503,4
2252330,"South Park: Bigger, Longer & Uncut",Generation Gap,D  1381,4
1216042,The Southerner,Down on Their Luck,D  1383,5
3040474,Space Cowboys,Heroic Mission,D  1630,5
3040474,Space Cowboys,Space Travel,D  1547,5
64665,The Spanish Main,Pirates,D  1470,5
19760572,Spartacus,Heroic Mission,D  1630,8
19760572,Spartacus,Social Injustice,D  1508,7
19760572,Spartacus,Class Differences,D  1412,6
19760572,Spartacus,Righting the Wronged,D  1631,5
231022,Spawn of the North,Faltering Friendships,D  1593,5
8147347,Special Effects,Filmmaking,D  1641,5
493955,SPEED,Hijackings,D  1444,9
493955,SPEED,Race Against Time,D  1432,8
493955,SPEED,Hostage Situations,D  1576,7
493955,SPEED,Unlikely Heroes,D  1633,3
493955,SPEED,Hijackings,D  1444,9
493955,SPEED,Race Against Time,D  1432,8
493955,SPEED,Hostage Situations,D  1576,7
493955,SPEED,Unlikely Heroes,D  1633,3
65340,Speedy,Baseball Players,D  1517,5
65340,Speedy,Righting the Wronged,D  1631,5
3988226,Spellbound,Child Prodigies,D  3252,5
3988226,Spellbound,Teachers and Students,D  1614,5
3988226,Spellbound,Child Prodigies,D  3252,5
3988226,Spellbound,Teachers and Students,D  1614,5
14686383,Toyland,Crimes Against Humanity,D  1463,5
14686383,Toyland,Mothers and Sons,D  1618,5
235517,The Spiral Staircase,Woman In Jeopardy,D  1443,8
235517,The Spiral Staircase,Serial Killers,D  1440,5
9224,The Spirit of St. Louis,Journey of Self-Discovery,D  1667,5
9224,The Spirit of St. Louis,Obsessive Quests,D  1546,5
3682346,Spirit: Stallion of the Cimarron,Daring Rescues,D  1376,7
3682346,Spirit: Stallion of the Cimarron,Finding a Way Back Home,D  1680,6
3682346,Spirit: Stallion of the Cimarron,First Love,D  1491,5
3682346,Spirit: Stallion of the Cimarron,Heroic Mission,D  1630,5
3682346,Spirit: Stallion of the Cimarron,Lone Wolves,D  1628,4
3682346,Spirit: Stallion of the Cimarron,Righting the Wronged,D  1631,4
3829089,Spirited Away,Journey of Self-Discovery,D  1667,9
3829089,Spirited Away,Mythical Creatures,D  1793,8
3829089,Spirited Away,Fantasy Lands,D  1798,7
3829089,Spirited Away,Heroic Mission,D  1630,5
3829089,Spirited Away,Magically Transported,D  3419,5
191921,Splash,Fish Out of Water,D  1422,7
65727,Splendor in the Grass,Romantic Betrayal,D  1386,5
65727,Splendor in the Grass,Sexual Awakening,D  1505,5
65727,Splendor in the Grass,Teen Angst,D  3136,5
374607,The Spoilers,Love Triangles,D  1492,5
374607,The Spoilers,Prospectors and Land Rights,D  1713,5
53295,The Spy Who Came In from the Cold,Behind the Iron Curtain,D  1740,5
53295,The Spy Who Came In from the Cold,Midlife Crises,D  1636,5
53295,The Spy Who Came In from the Cold,Political Unrest,D  1610,5
53295,The Spy Who Came In from the Cold,Traitorous Spies/Double Agents,D  1466,5
1215039,The Spy Who Loved Me,Conspiracies,D  1436,5
1215039,The Spy Who Loved Me,Femmes Fatales,D  1548,5
1215039,The Spy Who Loved Me,Mad Scientists,D  1459,5
1215039,The Spy Who Loved Me,Traitorous Spies/Double Agents,D  1466,5
5290446,The Squid and the Whale,Breakups and Divorces,D  2142,7
5290446,The Squid and the Whale,Dysfunctional Families,D  3396,5
5290446,The Squid and the Whale,Eccentric Families,D  1418,5
5290446,The Squid and the Whale,Sexual Awakening,D  1505,5
5290446,The Squid and the Whale,Writer's Life,D  1581,5
5290446,The Squid and the Whale,Sibling Relationships,D  1624,4
19230529,Square Grouper: The Godfathers of Ganja,Drug Trade,D  1476,5
1215359,Stage Door,Actor's Life,D  1556,7
1215359,Stage Door,Women's Friendship,D  1623,5
1215359,Stage Door,Ladder to the Top,D  1399,4
66194,Stage Door Canteen,Musician's Life,D  1653,5
66194,Stage Door Canteen,Star-Crossed Lovers,D  1551,5
1229715,Stagecoach,Sheriffs and Outlaws,D  1632,7
1229715,Stagecoach,Survival in the Wilderness,D  1499,7
1229715,Stagecoach,Daring Rescues,D  1376,6
1229715,Stagecoach,Culture Clash,D  1411,4
1229715,Stagecoach,Race Against Time,D  1432,4
17199,The Dark at the Top of the Stairs,Infidelity,D  1486,5
17199,The Dark at the Top of the Stairs,Race Relations,D  1579,5
21259213,All the Light in the Sky,Actor's Life,D  1556,5
21259213,All the Light in the Sky,All Washed Up,D  1555,5
21259213,All the Light in the Sky,Women's Friendship,D  1623,5
375706,Stalag 17,Traitorous Spies/Double Agents,D  1466,7
156664,Stand and Deliver,Teachers and Students,D  1614,8
156664,Stand and Deliver,Underdogs,D  1426,8
156664,Stand and Deliver,Authority Figures [k],D  2259,5
156664,Stand and Deliver,Dropping Out,D  3251,5
156664,Stand and Deliver,Inner City Blues,D  1401,5
156664,Stand and Deliver,Mentors,D  3236,5
156664,Stand and Deliver,High School Life,D  1431,4
1215249,Stand By Me,Innocence Lost,D  1377,7
1215249,Stand By Me,Kids in Trouble,D  1382,5
33806,Fear in the Night,Mind Games,D  1609,5
33806,Fear in the Night,Suicide,D  1613,3
51196,A Star is Born,Self-Destructive Romance,D  1487,8
51196,A Star is Born,Rise and Fall Stories,D  1635,7
51196,A Star is Born,All Washed Up,D  1555,5
51196,A Star is Born,Big Break,D  3248,5
51196,A Star is Born,Star-Crossed Lovers,D  1551,5
51196,A Star is Born,Actor's Life,D  1556,4
51196,A Star is Born,Self-Destructive Romance,D  1487,8
51196,A Star is Born,Rise and Fall Stories,D  1635,7
51196,A Star is Born,All Washed Up,D  1555,5
51196,A Star is Born,Big Break,D  3248,5
51196,A Star is Born,Star-Crossed Lovers,D  1551,5
51196,A Star is Born,Actor's Life,D  1556,4
51196,A Star is Born,Self-Destructive Romance,D  1487,8
51196,A Star is Born,Rise and Fall Stories,D  1635,7
51196,A Star is Born,All Washed Up,D  1555,5
51196,A Star is Born,Big Break,D  3248,5
51196,A Star is Born,Star-Crossed Lovers,D  1551,5
51196,A Star is Born,Actor's Life,D  1556,4
162596,Star Spangled Rhythm,Assumed Identities,D  1405,5
162596,Star Spangled Rhythm,Fathers and Sons,D  1617,5
8904813,Star Trek,Evil Aliens,D  1542,8
8904813,Star Trek,Out For Revenge,D  1719,7
8904813,Star Trek,Time Travel,D  1455,6
8904813,Star Trek,Space Travel,D  1547,5
5373,Star Trek: First Contact,Evil Aliens,D  1542,7
5373,Star Trek: First Contact,Space Wars,D  1537,6
5373,Star Trek: First Contact,Robots and Androids,D  1538,3
10833,Star Trek IV: The Voyage Home,Time Travel,D  1455,5
54797,Star Trek VI: The Undiscovered Country,Assassination Plots,D  1435,5
54797,Star Trek VI: The Undiscovered Country,Conspiracies,D  1436,5
54797,Star Trek VI: The Undiscovered Country,Flight of the Innocent,D  1525,5
54797,Star Trek VI: The Undiscovered Country,Miscarriage of Justice,D  1557,5
54797,Star Trek VI: The Undiscovered Country,Space Wars,D  1537,5
67020,Star Trek: The Motion Picture,Evil Aliens,D  1542,7
67020,Star Trek: The Motion Picture,Race Against Time,D  1432,6
67020,Star Trek: The Motion Picture,Space Travel,D  1547,3
67163,Star Wars,Space Wars,D  1537,7
67163,Star Wars,Heroic Mission,D  1630,6
67163,Star Wars,Space Travel,D  1547,6
67163,Star Wars,Mentors,D  3236,5
67163,Star Wars,Robots and Androids,D  1538,4
2977662,Star Wars Episode I: The Phantom Menace,Heroic Mission,D  1630,5
2977662,Star Wars Episode I: The Phantom Menace,Robots and Androids,D  1538,5
2977662,Star Wars Episode I: The Phantom Menace,Space Wars,D  1537,5
3849335,Star Wars Episode II: Attack of the Clones,Assassination Plots,D  1435,5
3849335,Star Wars Episode II: Attack of the Clones,Heroic Mission,D  1630,5
3849335,Star Wars Episode II: Attack of the Clones,Robots and Androids,D  1538,5
3849335,Star Wars Episode II: Attack of the Clones,Space Wars,D  1537,5
3849335,Star Wars Episode II: Attack of the Clones,Star-Crossed Lovers,D  1551,5
4818189,Star Wars Episode III: Revenge of the Sith,Rise To Power,D  1597,7
4818189,Star Wars Episode III: Revenge of the Sith,Space Wars,D  1537,7
4818189,Star Wars Episode III: Revenge of the Sith,Robots and Androids,D  1538,5
4818189,Star Wars Episode III: Revenge of the Sith,Political Unrest,D  1610,4
24713,Star Witness,One Against the Mob,D  1709,7
24713,Star Witness,Witnessing a Crime,D  1445,6
24713,Star Witness,Kidnapping,D  1665,4
21807,Starman,Benign Aliens,D  1454,5
21807,Starman,Fish Out of Water,D  1422,5
21807,Starman,Flight of the Innocent,D  1525,5
21807,Starman,Mysterious Strangers,D  3232,5
21807,Starman,Assumed Identities,D  1405,4
21807,Starman,Miraculous Events,D  2144,4
21807,Starman,Supernatural Romance,D  1554,3
115352,Starship Troopers,Future Dystopias,D   566,7
115352,Starship Troopers,Heroic Mission,D  1630,6
115352,Starship Troopers,Evil Aliens,D  1542,5
115352,Starship Troopers,Military Life,D  1543,5
115352,Starship Troopers,Totalitarian States,D  1453,3
1215376,Starting Over,Starting Over,D  1599,8
1215376,Starting Over,Breakups and Divorces,D  2142,5
1215376,Starting Over,Love Triangles,D  1492,5
1215376,Starting Over,Infidelity,D  1486,4
1225168,State Fair,Circuses & Carnivals,D  1692,5
1225168,State Fair,First Love,D  1491,5
1225168,State Fair,Circuses & Carnivals,D  1692,5
1225168,State Fair,First Love,D  1491,5
68211,Steel Magnolias,Women's Friendship,D  1623,8
68211,Steel Magnolias,Mothers and Daughters,D  1615,7
68211,Steel Magnolias,Battling Illness,D  1389,5
68211,Steel Magnolias,Dying Young,D  1387,3
68211,Steel Magnolias,Wedding Bells,D  1417,2
68221,Stella Dallas,Class Differences,D  1412,5
68221,Stella Dallas,Mothers and Daughters,D  1615,5
68221,Stella Dallas,Social Climbing,D  1606,5
68229,Step Lively,Nothing Goes Right,D  1410,5
68229,Step Lively,Workplace Romance,D  1621,5
14804,My Stepmother Is an Alien,Benign Aliens,D  1454,5
14804,My Stepmother Is an Alien,Fish Out of Water,D  1422,5
